26375042;759711-
27072335;222P33-
10991079;834-35P
41779885;800-560
42822009;340655-
11173075;410525
16939666;5111/28-
12610576;122254-
13221627;224111
38331736;1-61833
24121890;523836
37471777;1463-35
41636149;060P-4P
2685826;65-8263
13054202;8599PP/
24144432;613121
21865414;0831-14
13086227;2P324-3
22109307;55BP-U7
11198789;F588-73
44743027;1P-012
49049405;1
42425315;2-
25525994;2107-3
42284406;33-55
36299339;466-703
35940270;235-514
19450871;154U34
10106552;367804-
25377538;55652-4
18765633;412-225
15851505;1/21F-56
27616;53/9-745
45720682;4-3156P
36600779;7311-21
27449516;13/6243-
625793;72431-4
36841328;531130-
774728;4-PP23F
11299022;6989-5P
29827224;4346244
9647220;6232215
10325170;5361631
28242930;6-314552
24726629;5721432
28351300;4331666
14420850;7454363
36402094;5662764
39013307;1125557
19608428;5511735
32907661;17-35131
34909696;5441353
33149204;5544313
10255287;2452255
25285101;7255723
37525436;5676566
19563522;6373836
24298552;5277744
16563458;9425355
20146675;6242354
13557553;6443849
35644378;7113643
16264756;3512735
41288184;1122153
39069570;248-5362
42851705;4311765
35874817;34-23244
59482;32
48029869;3
45771833;464445
43495770;84
45239212;5466563
44949116;3
48651753;6
48470367;2
47002800;6464
48061959;5
48406616;3
47002802;55
41200475;2523254
47223122;52
43469360;322
41313666;2546355
27880731;3323631
8647936;3314374
10894803;5324273
40339727;1454245
27268261;5214662
20870446;3154634
35582651;121-4136
3472742;75233
47472145;66
48934647;7x587
48934648;65
1132843;72322
48934649;44424
47612063;68895
6358005;2425x
44759281;x7884
43326821;7478x
45968570;65878
41009225;7238x
48934651;17
1192835;96495
38533799;85485
35586031;55386
36386748;57869
36781980;84787
162443;10568
25522098;36829
5785536;87674
36305944;33424
39377689;48728
23156807;736x3
17493433;77866
19769589;59272
10091564;27345
23742197;33388
26709637;86274
21755513;95855
17733243;29971
25765989;48x98
25178690;93643
25249543;11488
22268850;22335
22822186;73712
41468709;46424
17669343;34563
22792243;56433
24984871;48253
15449536;52656
17526097;44131
28429986;85212
3864161;14471
10372868;45371
17992203;484x8
11565462;83425
35539615;63732
9675901;51926
10776619;75517
21301156;24173
37398273;9266x
35994433;58735
40939282;17644
13522522;46533
24091760;21223
4639650;53094
29059499;42774
28329817;41558
44416746;9123x
19351803;11527
34338327;71577
9351271;31441
39905441;36557
1240449;82920
42195643;6425x
42945026;68286
11658331;25892
20931833;33814
18221512;463x7
23926422;31154
24465492;14653
49063364;4x3
49063365;7326x
49063366;4248x
49063368;66x
45168691;22x
5070526;5993
49063370;7x
49063372;0x5
49063373;7
49063374;6x
49063375;96x
49063376;85x57
9647174;x22x3
47295351;x5327
37025155;36537
49063377;5x
49063379;3x960
49063380;x4x0x
37995197;6x8x7
3776018;5x
49063381;4x
49063382;6
49063383;4x
49063384;5x
49063385;0
49063386;0x0
48290713;7x6
12124657;3x
49063388;4
49063389;4
44389865;2x22
49063391;7x445
49063392;8x
49063394;7
49063396;7
49063397;2x63
2309447;6x
49063398;8x
49063400;0
47241137;7x65
49063402;2
49063404;226x
48234617;6
49063406;0
49063407;8
48290349;68x5
44619400;200x7
49063409;4x033
47591159;x2425
7559920;84x0
49063410;0
48516576;426x6
41920772;26222
49063411;03x66
45590893;77729
49063413;6
48616330;2
48401585;3x70
49063415;0x9
49063416;60
49063417;65x
49063418;500
25054482;195x0
44711926;071x8
38545176;553x8
28170676;320x4
49063419;2x13
26778059;50315
38197755;4x009
38523188;3x50x
21544360;51028
49063420;27x78
41589656;648x8
49063421;7462x
45590922;76x27
45758784;31490
28453456;44044
28170806;05417
38187683;05x62
43166632;x2321
42360826;347x4
20862973;2239x
28291253;927x0
43817123;70x82
40599258;34047
49063422;9x556
25473703;76x85
28547274;5x757
49063423;x1257
47078147;04843
49063424;00
41499595;2110x
1055157;1x0x4
49063425;14
42859914;153x
25813331;830x3
36772100;00655
33956032;4286x
42560867;2266x
49063426;5156x
49063427;86x12
41859281;x360x
28877542;85925
36611699;25625
36409685;5355x
39243010;2019x
49063428;990x1
43166642;5x117
1050956;2190x
40961534;121x5
42412667;14953
49063429;41x48
48516598;521
38753773;27252
46968183;x3383
49063430;5140x
6535680;000x0
48105530;578x9
49063431;16
14001981;50293-
28746763;42-
48375104;0-
48375103;4-
44914360;073-
2856005;87-
45192735;9843-
42194727;766583-
47463972;7-
8398722;99225-
44347008;0785-
42147628;055213-
39690739;727464-
46521158;17-
43800359;943211-
2429309;445961-
38708523;9/50374-
39297775;5/43190-
38549577;0/93842-
13296841;852449-
699482;7475-
414495;2-
41245920;952525-
44163584;42252-
43332189;563255-
44712665;6327-
8729665;444223-
48199633;0-
9527;7-
815200;383336-
46409359;650-
4764319;08-
8458060;0743-
1300467;87-
914797;3-
46604153;06-
45192732;8880-
45876063;00-
40799609;565/72-
3607;09385-
43989417;8563-
1112124;90876-
10154776;74234-
20210769;67-
27403222;24-
46241492;332-
48490330;0-
45120883;2722-
48605489;8-
270069;0-
46241493;769-
2498949;352450-
822910;93-
48605490;9-
28642168;5-
42078682;0/40802-
35815302;068312-
42690155;55221-
7235013;57046/0-
39397005;60/6659-
16714;788514-
10398178;683478-
475497;789154-
41512331;806/17-
28701343;137527-
40502327;0/17533-
45120877;5413-
38973974;843244-
309596;11-
4724704;517658-
1338595;295363-
25034244;031205-
39540627;522214-
516691;122437-
43989420;175-
42037053;6/4214-
38257169;613137-
41161483;442132-
9974631;1/6140-
41386574;152419-
41386573;133/43-
27405939;315185-
41861422;291131-
43654005;3314-
11053060;1344-
43654003;719-
40830189;4/31766-
38524437;675482-
23565783;455349-
15857553;102-
36038153;506191-
6764773;532271-
35728824;695243-
42281785;104157-
46549841;1-
46027857;518-
49088533;7
49088538;0
49088540;6
49088541;3
49088545;7
28648013;13351
49088549;63116
414814;64x66
4260970;1334x
39317980;21111
37796245;174x3
5490295;89x06
37792040;x1318
657282;43413
3447402;95x10
26067730;03741
1099864;5x083
41408288;x1612
38398897;x0772
35696549;x87x1
40611996;5x213
940983;124x9
41189530;x2294
49088769;31763
8229436;56151
28596598;99055
42351177;x5941
49088770;97411
12268182;70026
41222549;1286x
39350537;313x3
43917669;311
47906023;2x112
49088552;12x
20555296;314x2
49088553;x22x1
47591305;15
849709;1
49088554;15x32
49088555;2
3587738;22211
17561840;71133
47016677;52624
23807392;0x545
16623758;43510
24442633;81396
19660649;53125
39800501;77248
37518021;21712
39811392;13286
27615006;480x5
40701516;5x114
44144267;2x117
41223086;514x1
27592999;20x50
28303686;325x4
4887243;421x1
48458612;116x1
44562247;1x181
49088556;1641x
40534404;36114
49088557;2434x
49088558;3x50x
49088560;34341
49088561;21313
17103173;48x32
28161466;04335
28303692;30x66
7977348;43118
20689403;310x1
49088562;66153
48458613;8x245
28420290;41x79
49088563;326x9
40775316;905x2
38860490;3x012
37753902;13312
28309723;9x80x
38925172;x880x
38466396;3531x
49088564;168x4
43969683;2777x
49088565;176x5
39243224;21343
28420686;3232x
49088566;3117x
41589516;04691
41675685;x3411
28597140;x4690
40198479;x40x0
17020957;4x77x
42324010;1163x
1090339;5x623
13666300;21124
49088567;16x16
36841435;168x1
9082245;675x4
49088569;517x9
49088571;x7442
49088572;21353
49088573;15796
39530043;13443
38475740;x87x1
49088574;51132
49088575;32514
49088576;0x824
49088577;4840x
35880679;65919
4393092;23x12
38345780;7x530
20229891;06x22
28454148;199x6
11036821;310x7
915531;12113
48672562;76x78
28648293;3173x
23705198;1155x
48672563;130x9
41286186;41231
43378258;112x9
49088656;51312
49088657;22x11
48048900;3x424
47241136;6x143
41132467;3x976
45168734;4x137
48261040;11x7
49088658;3x161
43988519;66x15
49088659;x5700
47692751;12
49088660;0x116
49088661;27x1
49088662;1x2
49088663;1
28453776;7248x
35910279;1455x
39586934;10x84
38590588;x411x
49088664;4121x
35910433;970x5
39800369;49x94
25388288;4266x
41222512;2158x
39969573;5x68x
49088665;x308x
39152380;22043
49088666;0x146
49088667;558x1
49088668;5256x
27038246;6x7x5
38999749;x9x03
47841970;72x29
48048888;x5711
1147654;35x15
49088669;1x914
49088670;x81x9
537550;111x9
41075241;20x01
36685771;7x608
27850075;74x87
45542350;93231
26324267;x0407
49088671;220x8
49088672;x5133
38534868;322x6
38522859;873x1
39065517;0x709
24036641;39x23
49088673;3420x
45143462;311x5
9590032;19x3x
43351323;30x70
41575031;18x41
39233188;13x13
38177773;6x214
26407483;1x721
2199114;1x115
28648309;6x032
27693536;2x876
49088674;19x11
36685713;2x642
2921044;1x331
1232671;1x43
3656200;1x211
757192;1x214
49062934;1x338
49062935;17x21
49062936;1x472
1294911;31x22
49062937;5x01x
49062938;12x7
49062939;11
49062940;40x54
2469582;1x43
49062941;36x59
49062942;152
3224396;22x14
49062943;14
49062944;17
27281384;80x61
525917;20x69
26223740;46x16
49088675;409x4
49088676;23x11
38607616;7x940
119393;06305
38285277;211x3
47841949;21x21
4030234;46x77
49088677;7x112
40273294;16111
49088678;50x23
40674834;0x734
49088679;6x622
49088680;62007
4406349;5346x
49088681;311x7
44966643;1x161
40522110;0410x
36501513;559x7
41286188;00x84
40835848;1970x
297491;x320x
40775969;4323x
41222517;154x2
44735701;144x4
28453787;2453x
40940633;x602x
49088682;95421
44563181;40x06
41831376;90145
43837688;x0699
28547267;08660
33957171;x4x77
42098368;2114x
49088437;77152
9558388;22872
41945970;x0641
45722307;9x001
49088438;12x13
49088439;23131
26719853;8341x
43223833;231x1
49088440;6x551
49088441;523x4
49088442;x2670
46133763;32121
49088443;7x050
49088444;02185
49088445;x4011
49088446;87322
49088447;26x40
49088448;87271
48261103;0x793
42879327;230x7
28728646;x8927
48234682;21212
45347609;2093x
42077036;24614
43636361;43x42
48615115;113x7
38829073;83519
49088449;x1038
7336326;6529x
43350764;6x818
20633891;7x880
41512986;3x645
22459714;60x97
24514356;2313x
27858230;007x0
38187427;33340
616322;5x968
42087807;107x0
41920728;59x51
49088450;406x1
47612342;12512
49088451;743x3
49088452;777x1
43058049;x6171
42588545;x1044
47841925;12x52
43504457;19x77
43035584;x9613
49088453;11x24
49088454;110
12742884;7x1
49088455;2x525
49088456;0x116
43668854;6x818
49088457;2415x
41832028;59x97
907777;150x5
27068040;2x73x
28249821;9838x
38607636;435x3
40752842;40x38
38108817;4x332
38608148;x6232
39800399;0x141
28389446;0x314
49088458;2x183
43636350;5x330
10710338;7x486
49088459;41x4
42482669;x98x5
45168602;13
48821325;51
790664;1
2322971;61
195390;13
49088460;12812
49088461;8x211
43668859;0x233
44913145;12x80
49088462;1x760
2987518;3x851
49088463;13x60
45541875;124x1
43308899;34x12
18200742;1144
49088464;0x937
47268635;114
49088465;2192
49088466;3221
1188004;721x3
49088467;38x44
49088468;141
49088469;4x814
49088470;51
42154627;79x71
49088471;1
6009925;1
331431;20x69
43350778;111x2
49088472;51x70
49088473;1518x
39242488;2221x
49088474;184x0
1158282;14x05
7948737;232x1
44011990;463x1
49088475;120x4
49088476;720x3
7258971;x1x11
41574548;417x2
49088477;81x64
49088478;4831x
49088479;2815x
44967254;1519x
49088480;50x48
28720388;2128x
40940565;34x76
43350915;0x811
42087927;166x5
28459795;8x864
49088481;9x110
37792034;5x282
41988859;107x0
23065883;x6066
49088482;313x1
38829056;448x0
49088483;0x317
43154215;50x11
49088484;1124x
48672353;15260
48458808;50x48
31383646;420x1
24139886;117x7
49088485;284x0
3805019;16x28
281491;7x172
42997645;x7111
1401719;900x0
49088486;x5139
797122;2118x
49088487;x468x
27058091;65x32
26003158;1290x
39871828;24-43564
40275452;22356-22
41038716;0-
35916403;25/24568
26002852;867763
39841399;2335364
40125181;5595874
39685198;0021742
39692814;7766546
40403353;4344841
43995951;413762
43870416;48414
26362597;4-355777
42000375;3563471
42149844;7145333
40438301;1-52
35381062;3776723
42195686;5-126273
39958319;2323281
40033867;2219462
26379799;415/9726
40033829;7-048124
